label,text
ham,"Re: [zzzzteana] The Cafe Forteana is back online!!!>That Goddess Chick wrote: >> >> >Thanks Fel. Got no scanner. My photo is in that group of 100 obsessive >> >compulsive clipsters in FT, 1996 or 1997. >> > >> >Terry >> >> Great, and right now all my pre '98s are in Washington state, in a >> cardboard box in a shed in the back of Sydde's garage. Probably mice >> nests by now. :-( Put a scanner on your Christmas list right above >> world peace! >> -- >> >> Fel >> NEW!! Cafe Forteana is back: >> http://www.frogstone.net/Cafe/CafeForteana.html > >Maybe a kind soul with access to that issue and a scanner could scan it and >forward to you. > >Terry > I would appreciate that very much as I won't be getting back to Washington until December. -- Fel NEW!! Cafe Forteana is back: http://www.frogstone.net/Cafe/CafeForteana.html http://www.frogstone.net Weird Page: http://my.athenet.net/~felinda/WeirdPage.html [Non-text portions of this message have been removed] ------------------------ Yahoo! Groups Sponsor ---------------------~--> Sell a Home with Ease! http://us.click.yahoo.com/SrPZMC/kTmEAA/MVfIAA/7gSolB/TM ---------------------------------------------------------------------~-> To unsubscribe from this group, send an email to: forteana-unsubscribe@egroups.com Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/ "
ham,"Cannot stop XDM serviceFrom nobody Mon Mar 5 10:42:13 2018 Content-Type: text/plain; charset=ISO-8859-1 First of all, I am very new to Linux but am well aware of the need to learn. After considerable googling with my issue, I gave up and thought I'd try a mailing list instead :) In attempting to install the cvm package (apt-get install cvm), I recieve a warning indicating that the XDM service cannot be automatically stopped/started and that I should do so manually. I then use rcconf to remove the little dot-selector-thingy beside XDM, which, as far as I understand, should stop the service immediately, but errors ensue in the rest of the installation and when I continue the installation again (apt-get -f install) I recieve the same warning that XDM is running and needs to be stopped manually. Checking in rcconf, the service is already unselected. Taking a hint from my background with MS Windows, I restarted the computer and tried the installation again; same warning and rcconf still shows the service as unselected. What am I not understanding here? Thanks in advance! Tom Schlodder - Calgary, Alberta, Canada "
ham,"Re: [Razor-users] razor unblessed reference Vipul Ved Prakash said: > Are there any suggestions for ""fixing"" this in razor-agents? razor-agents > could write to syslog by default, but I am not sure if that would be > desirable default behaviour... Hi Vipul, I reckon if the ""unwritable log file"" error condition could be caught by Razor and handled gracefully (logging to syslog or /dev/null), it'd be a great help. As it stands, if the log file is unwritable, the razor check falls over entirely as the constructor returns undef (unblessed reference = 'die' error in perl). --j. ------------------------------------------------------- This sf.net email is sponsored by:ThinkGeek Welcome to geek heaven. http://thinkgeek.com/sf _______________________________________________ Razor-users mailing list Razor-users@lists.sourceforge.net https://lists.sourceforge.net/lists/listinfo/razor-users "
ham,Apple Switch parodiesURL: http://www.askbjoernhansen.com/archives/2002/09/24.html Date: 2002-09-24T02:31:20-08:00 This Monkey Switch Ad is too funny. Huge smile on my face. :-) It was the winner of a competition MacRumors had set up. (Via Nathan)... 
spam,"Impaired Risk Case of the MonthFrom nobody Mon Mar 5 10:42:13 2018 Content-Type: text/plain; 	charset=""Windows-1252"" Content-Transfer-Encoding: quoted-printable Diversified Underwriters Services, Inc. Impaired Risk Case of the Month July 2002 	? Male 58 Non-smoker 	? Face Amount $3,000,000 	? 5'11"" 255 lbs. 	? Crohn's Disease for 30 Years 	? 5 Major Intestinal Surgeries 	? Steroid Therapy for 30 Years 	? 1997 Diabetes 	? 1998 Hypertension=20 Diversified's Answer... Standard! Broker's Commission: $60,598 !! =09 Let Us Turn Your Clients That Have Been Declined, Rated or Have Current Health Problems, Into Placeable Life Cases! =09 ""INST-A-QUOTE""(tm) for Impaired Risk Life Quotes Call Now for an ""Inst-A-Quote""=99 on your client and we will get back = to you within 24 hours! 800-683-3077 ext. 0=97 or =97 Please fill out the form below for more information	=20 Name:	 	 =09 E-mail:	 	=20 Phone:	 	=20 City:	 	 State:	 	=20 	 =09 =20 	=20 For Broker Use Only. Not for Public Dissemination.	=20 We don't want anyone to receive our mailings who does not wish to. This is professional communication sent to insurance professionals. To be removed from this mailing list, DO NOT REPLY to this message. Instead, go here: http://www.InsuranceIQ.com/optout =20 Legal Notice =20 "
ham,"Re: Chromium in SidFrom nobody Mon Mar 5 10:42:13 2018 Content-Type: text/plain; charset=us-ascii Content-Disposition: inline Content-Transfer-Encoding: quoted-printable [sorry for replying to myself] On Fri,21.May.10, 18:53:34, Andrei Popescu wrote: > On Fri,21.May.10, 11:42:57, Steve Fishpaste wrote: >=20 > > but the question is why > > is it so old when Ubuntu is keeping up-to-date daily?! >=20 > Wasn't there some automatic download/recompile going on in PPA? Or maybe= =20 > the Ubuntu maintainer just has more time... And one more thing: if the package in sid/unstable is updated too often=20 it will never migrate to testing, because it has to be at least 10 days=20 old (assuming no bugs are found and there are no dependency problems). Regards, Andrei --=20 Offtopic discussions among Debian users and developers: http://lists.alioth.debian.org/mailman/listinfo/d-community-offtopic "
ham,"""Free"" Elvis Costello CD a trojan horse for DRM malwareA friend in Dublin is mailing me the CD which was in the UK Sunday Times. I've just been advised that running it in a Win32 machine is dangerous as all get out. http://www.theregister.co.uk/content/4/27232.html -- whump ---- Bill Humphries http://www.whump.com/moreLikeThis/ "
spam,"Sale all week, hibody. 70% or ever bigger News Trouble viewing these images? See the online version of this e-mail . &nbsp; About Us &nbsp; Contact Us &nbsp; Privacy Policy &nbsp; c 1999-2009 UNASONAB, Inc. This e-mail was sent to hibody@csmining.org. Click here to unsubscribe "
ham,"RE: Selling Wedded Bliss (was Re: Ouch...)cdale is a double chocolate chip macadamia to my vanilla wafer. wait, maybe i'm a ginger snap. gg -----Original Message----- From: fork-admin@xent.com [mailto:fork-admin@xent.com]On Behalf Of Russell Turpin Sent: Saturday, September 07, 2002 11:06 AM To: fork@example.com Subject: Re: Selling Wedded Bliss (was Re: Ouch...) Robert Harley: >It is perfectly obvious that (heterosexual) promiscuity is exactly, >precisely identical between males and females. Yeah, assuming approximately equal populations. But that obscures the different modes of promiscuity. Both the person who gives sex for money or power or companionship and the person who uses money and power and companionship to get sex are promiscuous, in the broadest sense of the word. But their motives and behavior are quite different. Langur monkeys were the example in the cited article. ""Dominant males .. kill babies that are not their own."" ""The dominant male monkey .. seeks to defend his harem of females."" But cozying up to the current dominant male isn't the best strategy for female langurs, because ""dominant males are dethroned by rivals every 27 months or so."" ""By mating with as many extra-group males as possible, female langurs ensure their offspring against infanticide,"" by the male who is likely next to rule the roost. Maybe it's just me, but that doesn't paint a picture of carefree females engaged in joyously promiscuous couplings. The dom cab driver who is taking her two boy toys to New Orleans is a better picture of that. ;-) _________________________________________________________________ Chat with friends online, try MSN Messenger: http://messenger.msn.com "
ham,"Re: Trunk version of linux-image ISSUEIn , JW Foster wrote: >I', sent this previously but so far no reply. Can anyone tell me how to >get rid of this issue. I did an update & the trunk version of >linux-image was installed as the upgraded version. A few weeks later I >tried to install the newer regular version & after a few attempts it >finally installed & grub configured it. However it is not properly >configured according to the installer as it keeps trying to configure >the non-trunk version every time I do an update. Now I've been able to >select the non-trunk version & have my system running it, even though >it's not properly configured. I tried to then remove the trunk ver. & >this is the error message I get. [...] >Examining /etc/kernel/postrm.d . >run-parts: executing /etc/kernel/postrm.d/extlinux >2.6.32-trunk-686 /boot/vmlinuz-2.6.32-trunk-686 >run-parts: /etc/kernel/postrm.d/extlinux exited with return code 1 [...] >A package failed to install. Trying to recover: [...] >Examining /etc/kernel/postinst.d. >run-parts: executing /etc/kernel/postinst.d/extlinux >2.6.32-3-686 /boot/vmlinuz-2.6.32-3-686 >run-parts: /etc/kernel/postinst.d/extlinux exited with return code 1 [...] I don't have any /etc/kernel/postrm.d/extlinux or /etc/kernel/postinst.d/extlinux, so I don't know what they do, but yours are evidently broken. If they are scripts you wrote, fix them. If they are from a Debian package, it might be appropriate to file a bug against that package. -- Boyd Stephen Smith Jr. ,= ,-_-. =. bss@iguanasuicide.net ((_/)o o(\_)) ICQ: 514984 YM/AIM: DaTwinkDaddy `-'(. .)`-' http://iguanasuicide.net/ \_/ -- To UNSUBSCRIBE, email to debian-user-REQUEST@lists.debian.org with a subject of ""unsubscribe"". Trouble? Contact listmaster@lists.debian.org Archive: http://lists.debian.org/201004171022.07395.bss@iguanasuicide.net "
spam,[spam] [SPAM] Not able to please her? Bluepill will solve everything!Feel the differences of life with enhancers http://fdtci.kvichewbe.com/ 
ham,"Get the most out of your games and graphics! (CNET SHOPPER) 	 CNET Shopper Newsletter: Sound & Graphics Edition 	 	 		 			 				 					 						 							 						 					 					 						 							 						 						 							 						 						 							 						 				 					 					 						 							 						 					 		 	 		 		 			 				 					 						 						 						 					 				 		 				 					 						 							 								 									 									 										 											 Shopper 											 All CNET 											 The Web 										 &nbsp; 									 								 							 						 					 				 			 	 		 1 		 Cyber Shot DSC-F707 	 	 		 2 		 Canon PowerShot S40 	 	 		 3 		 Palm m515 	 	 		 4 		 Nikon Coolpix 995 	 	 		 5 		 Canon PowerShot G2 	 	 		 &nbsp; 		 All most popular 	 						 					 Live tech help NOW! May's tech award 1 million open jobs News.com: top CIOs ZDNet: PeopleSoft 		 			 				 					 						 						 					 					 						 						 					 					 						 						 					 				 		 		 		 				 					 						 						 					 				 		 		 	 	 	 		 		 		 		 		 		 		 	 						 							 								 								 									 			 									 										 											 										 										 											 											 											 											 										 								 											 			 									 										 										 									 									 										 									 									 										 										 Is your system acting a bit sluggish? 										Adding memory is an easy way to get the most out of your favorite game and graphics applications, but figuring out what type to buy can be a difficult and frustrating proposition. CNET's all-in-one Check out CNET's new Memory Configurator makes finding the perfect memory easy! Whether you're searching for desktop, notebook, camera or PDA memory, your just a few clicks away from the memory you'll need to make the most of your graphics hardware and software. Check out CNET's new Memory Configurator 										 										 											 										 									 								 												 										 					 						 							 						 					 				 			 			 				 			 					 						 							 								 									 							 		 						 						 							 								 									 								 							 						 	 						 							 								 							 						 							 								 									 								 								 								 								 								 								 Leadtek WinFast A250 Ultra TD 								&#149; 128 MB DDR SDRAM 								&#149; GeForce4 								&#149; Dual display support 								&nbsp;&nbsp; Just $299 						 								 							 							 								 							 							 								 							 	 							 							 								 									 								 								 								 								 								 ATI All-In-Wonder Radeon 8500DV 								&#149; All-in-one 3D, TV and video 								&#149; 64MB DDR, Tv-On-Demand 								&#149; Capture images and video 								&nbsp;&nbsp; Just $230 						 								 							 									 								 							 							 								 							 	 							 								 									 								 						 								 								 								 								 PNY Verto GeForce4 Ti 4600 								&#149; 128 MB DDR SDRAM 								&#149; GeForce4 								&#149; AGP 4x 								&nbsp;&nbsp; Just $304 						 								 							 							 								 							 							 								 							 		 							 								 									 								 							 								 								 								 								 VisionTek Xtasy 6964 								&#149; Vertex &amp; Pixel shaders 								&#149; 64MB DDR, 2048x1536 at 75Hz 								&#149; GeForce3 Ti500 chipset, AGP 								&nbsp;&nbsp; Just $141 						 								 							 								 								 							 							 								 							 	 							 				 	 							 								 									 								 							 								 								 								 								 ATI Radeon 7500 								&#149; Dual display support 								&#149; 64MB, 2048x1536 res., TV out 								&#149; Full DirectX 8.1 support 								&nbsp;&nbsp; Just $82 						 								 							 								 								 							 							 								 							 		 						 	 		 	 	 		 			 				 					 						 					 				 				 					 						 					 				 	 				 Did you know that ChannelOnline empowers you to compare detailed product specifications feature-for-feature? Select the items you wish to compare from your customer- specific catalog of more than 250,000 SKUs. The product comparison highlights differences between the products in red, allowing your sales reps and customers to easily identify the main differences between each product selected. This comparison can then be e-mailed to your customers to assist them in making a more informed buying decision. Sign up now to gain access to the most complete, accurate, and timely product data available. Tell me more about ChannelOnline. 	 	 		 			 				 					 						 Tech Trends 						 Hardware 						 Software 						 Shopping 						 Downloads 					 				 			 			 				 					 						 News 						 Investing 						 Electronics 						 Web Building 						 Help & How-Tos 					 				 			 			 				 					 						 Internet 						 Games 						 Message Boards 						 CNET TV & Radio 						 Music Center 					 				 			 		 	 The e-mail address for your subscription is&nbsp;qqqqqqqqqq-zdnet@spamassassin.taint.org Unsubscribe &nbsp;| &nbsp; Manage My Subscriptions &nbsp;|&nbsp; FAQ &nbsp;| &nbsp; Advertise Price comparisons | Product reviews | Tech news | Downloads | All CNET services Copyright 2002 CNET Networks, Inc. All rights reserved. "
