lang,text
italian,"Aggiungo che, quando la relazione stessa era in via di adozione, i colleghi degli altri gruppi politici hanno dato prova di un atteggiamento estremamente costruttivo."
italian,Aggiungo poche parole di ringraziamento all'onorevole Honeyball per la sua relazione e per il lavoro che siamo riusciti a compiere in materia di cura dell'infanzia; sostengo senza riserve l'orientamento di questa relazione.
italian,"Aggravare i costi per tali categorie significa aumentare gli oneri per la collettività e penalizzare le nostre merci che risultano, pertanto, meno appetibili sul fronte della domanda."
italian,"Agire, in questo caso, significherebbe mediare un accordo tra Rajoelina e Ravalomanana, permettendo all'ex Presidente di tornare in patria in modo sicuro e senza pregiudizi. È inoltre fondamentale che Rajoelina permetta al suo avversario di candidarsi alle elezioni presidenziali previste per settembre di quest'anno."
italian,"Agli Stati membri non sta bene quando il Parlamento europeo ""richiede con urgenza” al Consiglio europeo di sviluppare una ""strategia di politica estera europea”, o quando invita il Consiglio europeo ""ad affrontare questo compito sulla base di un dialogo politico con il Parlamento europeo”. Se già esistesse una strategia di politica estera europea l'Unione sarebbe molto più equilibrata, ad esempio sui movimenti presenti nel mondo arabo e sulla politica dei due o addirittura tre pesi e tre misure applicata ai paesi della regione."
italian,"Ai comuni cittadini deve essere garantito l'accesso alle infrastrutture sociali, educative, sanitarie e di trasporto."
italian,"Ai deputati di questo Parlamento appartenenti al gruppo del Partito popolare europeo (Democratico cristiano), che corrono dietro alla Commissione o al Consiglio, voglio ricordare che non siamo qui per annuire, bensì per pensare con la nostra testa. I nostri elettori si aspettano questo da noi."
italian,Ai governi di entrambi i paesi va accordata l'opportunità di raccogliere la sfida e dimostrarsi capaci di proteggere le frontiere dell'Europa.
italian,"Ai miei occhi una conclusione è chiara: solo un'Europa unita, capace di solidarietà e dotata di una governance economica armonizzata e convergente sarà all'altezza del compito di superare positivamente le sfide politiche che incombono."
italian,"Ai sensi degli articoli 21 e 41 del trattato sul funzionamento dell'Unione europea, il Parlamento europeo dovrà far emergere le proprie posizioni durante la sessione in merito a diverse questioni, tra cui il ruolo dell'UE nel sistema delle Nazioni Unite e la creazione di un'Assemblea parlamentare ONU."
italian,"Ai sensi del diritto comunitario, tuttavia, il Regno Unito non può introdurre una tassa per i soli veicoli stranieri."
italian,"Ai sensi del diritto internazionale, l'organizzazione di un sistema politico è una questione sovrana di pertinenza degli Stati sovrani, e pertanto le disposizioni della costituzione ungherese ai sensi delle quali l'Ungheria di riserva il diritto di decidere sull'organizzazione della vita dei cittadini di altri paesi non possono che essere considerate un attacco barbaro e feroce alla convivenza tranquilla e pacifica in Europa."
italian,"Ai sensi del regolamento (CE) n. 1215/2009 del Consiglio, i contingenti tariffari preferenziali si applicano ai prodotti di 'baby-beef', allo zucchero ed ai prodotti dello zucchero, a taluni vini nonché a taluni prodotti della pesca."
italian,"Ai sensi del regolamento (CE) n. 2007/2000, l'Unione europea ha accordato un accesso eccezionale e illimitato al mercato comunitario in esenzione dai dazi per quasi tutti i prodotti originari dei paesi e territori legati al processo di stabilizzazione ed associazione."
italian,"Ai sensi del trattato sul funzionamento dell'Unione europea, la politica commerciale comune deve essere condotta ""nel quadro dei principi e obiettivi dell'azione esterna dell'Unione” e deve contribuire ""inter alia, allo sviluppo sostenibile, all'eliminazione della povertà e alla protezione dei diritti dell'uomo”. Alla luce di ciò, è importante non dimenticare quanto segue in questi negoziati: l'impiego del lavoro minorile, e la mancata conformità agli standard sociali e ambientali internazionali, che costituisce una forma di dumping, deleteria per le aziende e i lavoratori europei."
italian,"Ai sensi dell'accordo, l'accesso permanente agli edifici del Parlamento è consentito unicamente ai rappresentati di interessi registrati."
italian,"Ai sensi dell'articolo 123, sarà trasmessa ai destinatari e verrà pubblicata come testo approvato della seduta, insieme ai nomi dei firmatari. A quanto mi risulta, l'onorevole Cizelj voleva intervenire a riguardo."
italian,"Ai sensi dell'articolo 21 del trattato, l'Unione europea si impegna formalmente a realizzare un multilateralismo efficace imperniato su un'ONU forte, essenziale per affrontare le sfide mondiali come il cambiamento climatico e il degrado ambientale, l'universalità e l'indivisibilità dei diritti umani, la riduzione della povertà e lo sviluppo per tutti, le conseguenze del cambiamento demografico e della migrazione e la criminalità organizzata internazionale. L'UE dovrebbe svolgere un ruolo proattivo nel costruire un'Organizzazione delle Nazioni Unite che possa contribuire in modo concreto a soluzioni globali, alla pace, alla sicurezza, alla democrazia nonché a un ordine internazionale basato sui principi dello stato di diritto."
italian,"Ai sensi dell'articolo 28 della decisione quadro del Consiglio, infatti, la persona che è stata consegnata a seguito di un mandato d'arresto europeo non è estradata verso uno Stato terzo senza l'assenso delle autorità competenti dello Stato membro che ha provveduto alla consegna."
italian,"Ai sensi dell'articolo 6, paragrafo 3, tali richieste verranno inviate alla commissione competente, la commissione giuridica."
italian,"Ai sensi della decisione, l'iniziativa è aperta esclusivamente ai 27 Stati membri dell'Unione europea."
italian,"Ai sensi della normativa, sarà consentito agli Stati membri, se lo desiderano, di addebitare agli utenti della strada anche alcuni costi esterni (contenuti) così da introdurre in maniera definitiva il principio ""chi inquina, paga"" nel trasporto stradale."
italian,"Ai sensi dello stesso, considerare obiettivi relativi alla promozione di una maggiore occupazione, alla garanzia di una previdenza sociale adeguata e di una lotta all'esclusione sociale rappresenta una finalità trasversale che si applica anche a questo pacchetto sulla governance economica."
italian,"Aiutare altri paesi a costruire società democratiche stabili in paesi disciplinati dallo stato di diritto, dove i diritti umani vengono rispettati e la libertà di parola garantita, con un sistema giudiziario, una difesa territoriale e forze armate solidi, è un progetto encomiabile."
italian,"Aiutare di più le nostre delegazioni in Iraq, come discusso questa mattina con alcuni onorevoli parlamentari, richiede risorse."
italian,"Aiutiamo il Pakistan, sì, ma non con la proposta iniziale della Commissione poiché non considera le conseguenze sull'industria europea per quanto concerne le scadenze di attuazione per prodotti sensibili e ritarderebbe persino l'attuazione stessa delle suddette misure, dal momento che il testo è diverso da quello in attesa dell'approvazione dell'OMC: così non rispetteremmo la scadenza."
italian,Al 19° vertice UE-Giappone tenutosi nell'aprile dell'anno scorso si è deciso di istituire un gruppo congiunto ad alto livello allo scopo di analizzare i progressi finora raggiunti nelle relazioni tra l'Unione europea e il Giappone e di elaborare proposte per razionalizzare le nostre attività in corso. L'importanza di continuare a lavorare su aspetti non tariffari è stata sottolineata anche nel contesto del gruppo congiunto ad alto livello; spero quindi che questi accordi possano essere applicati nel più breve tempo possibile.
italian,"Al Commissario Reding dovrebbe essere riconosciuto il merito di aver avuto l'onestà di confermare proprio questo, che il mandato presenta alcuni problemi e suscita determinati dubbi, e che, prima di essere spiccato, un mandato deve essere oggetto di un controllo di proporzionalità che non deve essere condotto automaticamente senza dare a un giudice la possibilità di esaminare il mandato con più calma e più misura."
italian,"Al Parlamento europeo, come ogni anno, è stata richiesta una decisione in merito alla corretta esecuzione o meno del bilancio dell'Unione da parte delle varie agenzie e istituzioni che ne sono responsabili."
italian,"Al Sud spetta di non reagire alle provocazioni e di non perdere di vista l'obiettivo di fondo, che non è solo tanto l'indipendenza, ma anche la costituzione di istituzioni credibili e lo sviluppo di una popolazione al 90 percento al di sotto la soglia di povertà, che non dovrà beneficiare di investimenti stranieri, che già si annunciano trasparenti e non di rapina."
italian,Al contempo anche la Commissione ha avviato delle iniziative in questo ambito e nel 2008 è stato istituito un gruppo di lavoro tra Parlamento e Commissione.
italian,"Al contempo dobbiamo garantire che sia applicato adeguatamente il test PMI su tutte le proposte legislative, soprattutto a livello nazionale."
italian,Al contempo gli stress test stanno innescando diverse reazioni: le banche cercano capitale e alcuni Stati membri più attivi incoraggiano gli istituti di credito ad aumentare il proprio capitale.
italian,Al contempo in Lituania il finanziamento stanziato per la gestione e lo sviluppo delle strade è diminuito di oltre il 20 per cento negli ultimi anni.
italian,Al contempo è assolutamente fondamentale assicurare che i consumatori abbiano accesso ad una nutrita serie di servizi on-line.
italian,Al contempo è necessario rafforzare il dialogo tra le PMI e gli organismi preposti agli appalti pubblici per semplificare il coinvolgimento delle PMI nelle procedure per l'aggiudicazione degli appalti pubblici.
italian,"Al contempo, bisogna garantire sicurezza a privati, produttori, utilizzatori e amministrazioni pubbliche."
italian,"Al contempo, ci preme sottolineare che l'UE dovrebbe per quanto possibile adottare un atteggiamento di moderazione e mettere a disposizione tali risorse mediante una ridistribuzione del bilancio comunitario esistente."
italian,"Al contempo, comunque, la situazione non va sottovalutata e dobbiamo riflettere su come tenere la situazione sotto controllo dopo la piena inclusione di questi paesi nello spazio di Schengen."
italian,"Al contempo, dati recenti in Europa dimostrano che l'economia tedesca sta crescendo e che i dati relativi all'esportazione sono i più elevati dagli anni 50. Ritengo che questa combinazione di dati, questa ineguaglianza e le disparità che stanno emergendo e si stanno concretizzando all'interno dell'Unione europea siano il problema e una delle cause del problema."
italian,"Al contempo, desidero sottolineare come emerga chiaramente, anche nel programma di politica economica per il Portogallo stilato dalla troika, che i programmi pensati per la Grecia, l'Irlanda e il Portogallo tengono conto delle caratteristiche di ogni paese e non sono in alcun modo fissi."
italian,"Al contempo, dobbiamo portare avanti il lavoro volto a salvaguardare la stabilità finanziaria, proteggendo in tal modo la ripresa economica in Europa, che rappresenta la chiave per la crescita sostenibile e per l'innalzamento dei livelli di occupazione."
italian,"Al contempo, dovremmo probabilmente ricordare che la preparazione del bilancio per il 2011 si è rivelata un processo alquanto complicato: non siamo riusciti a raggiungere un approccio comune con il Consiglio europeo."
italian,"Al contempo, invito la Commissione europea a proporre misure attive mediante il Fondo europeo agricolo per lo sviluppo rurale (FEASR) per sostenere l'occupazione delle donne nella aree rurali."
italian,"Al contempo, la conservazione della biodiversità, la protezione dalle catastrofi naturali e la cattura della CO2 dall'atmosfera sono essenziali per migliorare la qualità della vita dei nostri cittadini e proteggere l'ambiente."
italian,"Al contempo, la disoccupazione dei giovani di età fino a 25 anni sfiora il 20%, mentre il persistere della crisi economica comporta una riduzione dei tassi di occupazione al posto dell'obiettivo annuale di un suo aumento dell'1%."
italian,"Al contempo, mi preme sottolineare che l'UE dovrebbe avere un atteggiamento improntato alla moderazione ed erogare tali risorse mediante una ridistribuzione del bilancio comunitario esistente."
italian,"Al contempo, questa è una risposta sbagliata alle tensioni provocate dalla crisi economica e alle sue conseguenze. L'UDMR ritiene che serva un'Europa forte, che è possibile ottenere attraverso maggiore solidarietà e un fermo rifiuto del protezionismo interno e del populismo."
italian,"Al contempo, respingiamo nettamente le dichiarazioni secondo cui il Consiglio o la Presidenza ungherese avrebbero agito in maniera disonesta o in malafede, o ancora sotto l'influenza di gruppi d'interesse."
italian,"Al contempo, ritengo che il Consiglio debba a sua volta comprendere che non possiamo gestire la cosiddetta crescita zero, ma che abbiamo bisogno di nuove risorse per le priorità concordate. È necessario trovare la giusta via di mezzo e riteniamo, o almeno il nostro gruppo ritiene che questo possa accadere se tutti si assumono le proprie responsabilità."
italian,"Al contempo, sarebbe cionondimeno irragionevole ignorare queste sfide, cedere all'euroscetticismo e abbandonare le ambizioni politiche che gli Stati membri hanno riposto in noi attraverso il trattato di Lisbona, ad esempio. È necessario ricordare che i tagli di larga portata non andranno a beneficio degli Stati membri più vulnerabili come la Grecia, l'Irlanda e il Portogallo ma, al contrario, ridurranno la capacità dell'Europa di sostenerli."
italian,"Al contempo, sostiene che le famiglie immigrate, e le minoranze come i rom, utilizzano meno delle altre famiglie i servizi di educazione per la prima infanzia."
italian,"Al contempo, vi sono grati del fatto che il Parlamento abbia saggiamente deciso di lasciare aperta la possibilità di raggiungere a breve un accordo in prima lettura. è tempo che l'Europa unisca le forze e che l'Unione si prepari a essere all'altezza delle aspettative."
italian,"Al contempo, è ovvio che la riforma e l'armonizzazione dell'etichettatura dei prodotti venga valutata complessivamente, secondo quanto deciso."
italian,"Al contrario dell'ultimo oratore, non ritengo che i negoziati commerciali siano animati dall'intenzione di affrancare gli indiani dalla povertà e migliorarne il tenore di vita, bensì dalle mire di quelle grande società interessate ad accrescere il proprio accesso ai mercati e i propri profitti."
italian,"Al contrario di quanto inizialmente proposto, mi sono espresso nettamente a favore di un divieto delle esportazioni verso paesi terzi e della possibilità di esportare solo quei residui destinati a essere riciclati e poi reimportati nell'UE. A sostenere questa posizione è stata la maggioranza dei colleghi, fatto che apprezzo. I lavoratori coinvolti nella gestione dei residui radioattivi, dalla produzione allo smaltimento, dovrebbero poter contare su una protezione e una formazione adeguate. A differenza della Commissione, per cui la conservazione geologica in profondità sarebbe la soluzione più sicura per i residui radioattivi, ritengo invece opportuno promuovere e ampliare la ricerca di alternative."
italian,Al contrario il risultato non sarà un'accozzaglia di sussidi.
italian,Al contrario posso solo ammirare quegli Stati Uniti che difendono lo stato di diritto e i diritti umani e che si distinguono dai terroristi il cui vero scopo è di cancellare lo stato di diritto e violare la democrazia e i diritti umani.
italian,"Al contrario, e al pari di tante associazioni dei consumatori, deploro il fatto che agli Stati sia lasciata la facoltà di aggirare, a difesa di interessi commerciali o corporativi, alcune disposizioni della direttiva."
italian,"Al contrario, fino agli eventi di questa primavera, l'Azerbaigian stava compiendo progressi relativamente positivi e non era citato da Human Rights Watch tra gli Stati considerati peggiori nel campo dei diritti umani, come Cina, Iraq, Israele, Russia, Arabia Saudita o Uzbekistan."
italian,"Al contrario, la soluzione presentata dal relatore, dai relatori ombra e dal mio predecessore, l'onorevole Joly, è accettabile nonché condivisibile."
italian,"Al contrario, questa relazione sostiene e salvaguarda i legami con gli USA, in particolare tramite la NATO."
italian,"Al contrario, questi eventi servono a dimostrare che non occorre correggere le debolezze di Schengen provocate dai suoi eccessi, quanto piuttosto rafforzare Schengen nel suo insieme. A tal fine occorre aggiungere la clausola di solidarietà prevista per lo spazio di libertà, sicurezza e giustizia, in sintonia con il trattato di Lisbona; integrare il pacchetto sull'asilo in fase di approvazione; completare una volta per tutte il sistema d'informazione Schengen di seconda generazione (SIS II) e il meccanismo di verifica, come previsto nei requisiti per l'accesso alla zona di libera circolazione approvati dal Parlamento."
italian,"Al contrario, se un cittadino che vive nella regione mediterranea facesse un viaggio nell'Europa settentrionale, ne ricaverebbe l'idea che le foreste della regione sono artificiali, e non naturali, perché sfruttate per attività produttive molto pesanti."
italian,"Al contrario, sono nell'interesse delle banche, che hanno intenzionalmente mantenuto nei loro portafogli titoli tossici soggetti alla speculazione internazionale su larga scale, e nell'interesse delle grandi aziende che, nel mercato comune, hanno trovato un paradiso per la speculazione e l'evasione fiscale. A titolo d'esempio, mi preme citare la società tedesca Hochtief, che gestisce l'aeroporto di Atene; non paga un euro dal 2001 ed ha un debito d'IVA di 500 milioni di euro."
italian,"Al di là degli innumerevoli successi, però, gli ultimi sette anni ci hanno anche mostrato che il sistema è perfettibile e non è impiegato così come originariamente pensato."
italian,"Al di là della crisi attuale, se vogliamo ottenere una ripresa sostenibile, dobbiamo anche attenderci una profonda riforma della governance economica perché, pur avendo realizzato con l'introduzione dell'euro l'aspetto monetario dell'unione economica e monetaria, esiste ancora un lato economico inadeguato del quale oggi stiamo pagando gli alti costi."
italian,"Al di là della mia persona, provo vergogna per la nostra istituzione. È invischiata nel ""politicamente corretto”. Non vi è alcun confronto di idee."
italian,"Al di là di questo importo, è essenziale applicare i principi del risparmio, dell'efficienza e dell'efficacia."
italian,"Al fine di affrontare il traffico di droga in maniera effettiva - traffico che, oltre a porre una minaccia per la Croazia, costituisce una minaccia anche per l'Unione europea - è importante che il paese venga altresì inserito nella Rete europea di informazione sulle droghe e le tossicodipendenze (Reitox) e che sia coinvolto in maniera attiva e diretta nello scambio di dati con l'OEDT."
italian,"Al fine di affrontare tali timori e in conformità con gli impegni assunti nell'ambito del G20, l'Unione europea ha reagito molto rapidamente adottando, già nel 2009, un regolamento sulle agenzie di rating del credito, che introduce precisi requisiti per le agenzie al fine di eliminare possibili conflitti d'interesse e migliorare la qualità, le metodologie e la trasparenza dei rating."
italian,"Al fine di beneficiare appieno delle potenzialità che la politica di coesione offre - come chiaramente illustrato dal relatore-, occorre impegnarsi in modo più determinante al fine di ridurre il divario tra le Regioni sviluppate dell'area europea e quelle meno."
italian,"Al fine di dare seguito in modo tempestivo a questi sviluppi, un mese fa ho organizzato una conferenza dei donatori."
italian,"Al fine di eliminare i potenziali ostacoli al buon funzionamento del mercato interno causati da disposizioni e pratiche divergenti tra gli Stati membri e di procedere di pari passo con lo sviluppo del commercio elettronico e delle sfide future nel mercato dei prodotti tessili, è necessario considerare la possibilità di armonizzare e standardizzare altri aspetti dell'etichettatura dei prodotti tessili, con l'obiettivo di facilitare la libera circolazione di tali prodotti nel mercato interno e conseguire un livello di protezione del consumatore elevato e uniforme in tutta l'UE."
italian,"Al fine di garantire, tuttavia, che i pareri espressi in questa Camera e che tutti i progetti europei abbiano un legame con la popolazione europea, con ogni singolo cittadino e che tutti questi progetti abbiano un futuro, i giovani di oggi devono crederci, devono sentirsi sempre di più cittadini europei e noi dobbiamo aumentare notevolmente gli investimenti nella cultura, nell'istruzione, nei progetti e nei programmi a favore dei giovani."
italian,"Al fine di mantenere il flusso continuo di informazioni, per una miglior analisi dei punti di forza e punti deboli di questi accordi esprimo il mio voto favorevole."
italian,"Al fine di rimanere coerenti con gli obiettivi politici che la nostra istituzione si è posta, spero vivamente che i deputati possano sostenere il compromesso che ci è stato proposto in seconda lettura, aprendo quindi la strada a una politica dei trasporti più sostenibile."
italian,Al fine di salvaguardare i diritti umani e la democrazia dobbiamo utilizzare una lingua compresa da Minsk.
italian,"Al fine di sostenere il reinserimento nel mercato del lavoro dei lavoratori licenziati a causa della crisi finanziaria ed economica globale, che ha colpito in particolare la ""General Motors Belgium"", è stata adottata dalla Commissione una nuova proposta di decisione sulla mobilitazione del FEG a favore del Belgium. A questo proposito si è fatto particolare riferimento alla natura imprevista degli esuberi e all'impatto di questi ultimi sull'occupazione locale, regionale o nazionale."
italian,"Al fine di sostenere quest'aspirazione e di aiutare il paese a superare le difficoltà economiche e sociali che sono seguite al conflitto militare, voto a favore della concessione di un'ulteriore assistenza macrofinanziaria alla Georgia, nella speranza che possa andare a reale vantaggio della popolazione."
italian,"Al fine di superare le obiezioni e di spianare la strada all'accettazione e all'applicazione della direttiva Eurobollo occorre assicurarsi, innanzi tutto, che le norme siano applicate in modo rigoroso, trasparente e rapido in tutti gli Stati membri e, secondariamente, che tutti gli introiti vengano destinati, come risorse contributive, alle infrastrutture dei trasporti e non utilizzate per chiudere i ben noti buchi."
italian,"Al giorno d'oggi il Prodotto Interno Lordo non è più un indicatore sufficiente ed appropriato per misurare il progresso e risulta, dunque, necessario elaborare indicatori più completi che forniscano una base di conoscenze più affidabile in un mondo sempre più in evoluzione."
italian,Al mio gruppo sta fortemente a cuore mantenere il livello elevato di consenso che abbiamo raggiunto.
italian,"Al momento constatiamo ripetutamente come in Grecia, Portogallo e Irlanda, su pressione della Commissione europea, i negoziati con i governi nazionali si sono tradotti in risultati e pacchetti in cui sono i più deboli a essere penalizzati, e in cui i ricchi - che hanno conseguito ottimi risultati negli ultimi 20 anni - non vengono toccati."
italian,"Al momento dell'approvazione della decisione quadro sul mandato d'arresto europeo, il Parlamento aveva chiarito che le condizioni per l'applicazione del mandato d'arresto europeo dovevano essere piuttosto stringenti affinché questo fosse impiegato solo per reati davvero gravi, che il mandato doveva essere applicato in modo proporzionato e che, al contempo, dovevano essere armonizzate le norme procedurali nell'Unione europea."
italian,"Al momento di stilare la relazione, il nostro gruppo dell'Alleanza Progressista di Socialisti e democratici ha goduto del sostegno della maggior parte degli altri gruppi, perché l'UE deve diventare un soggetto indipendente nella promozione della sicurezza, ed è inoltre necessario rivedere il concetto e la struttura dei gruppi tattici armati nelle missioni comunitarie miste civili/militari."
italian,"Al momento disponiamo della proposta da parte di un'associazione, di cui la Commissione non fa parte."
italian,Al momento l'UE sta contribuendo finanziariamente alla disattivazione di tre centrali sul proprio territorio.
italian,"Al momento la percentuale di crediti transfrontalieri recuperati con successo è particolarmente bassa e il costo della procedura di recupero di un credito transfrontaliero può essere proibitiva, dissuadendo dunque le parti dall'intraprendere un procedimento legale. È giunto il momento di semplificare e accelerare la procedura di recupero."
italian,"Al momento non esiste ancora alcun organismo europeo di regolamentazione nucleare e nessuna disposizione lo prevede, nemmeno nel trattato di Lisbona, né nel trattato Euratom né nell'organigramma della Commissione."
italian,Al momento oltre 140 impianti nucleari sono operativi del territorio dell'Unione e sono più di 190 le centrali nel continente europeo.
italian,Al momento stiamo analizzando le informazioni forniteci dalla Danimarca e decideremo in seguito come procedere.
italian,"Al momento stiamo completando una valutazione dell'impatto dei possibili approcci in termini di risoluzione del problema, compresa l'elaborazione di piani e programmi di ispezioni nazionali e di valutazione obbligatoria del rischio per i singoli stati, come pure la formazione mirata del personale ufficiale incaricato dell'applicazione delle disposizioni e, al contempo, delle indagini volte a dimostrare la fraudolenza delle dichiarazioni che identificano i rifiuti come merce di seconda mano."
italian,"Al momento, ci si attende che nel prossimo futuro, nel corso dei prossimi decenni, gli sviluppi della scienza nella prossima generazione, o in quella successiva, ci permetteranno di riciclare o conservare i residui in modo più efficace di quanto sia possibile oggi."
italian,"Al momento, l'Unione europea non riesce a tenere il passo dei concorrente, gli Stati Uniti e la Cina, probabilmente a causa di una politica incerta e di troppa burocrazia."
italian,"Al momento, la stabilità finanziaria viene salvaguardata dai meccanismi di stabilità UE-FMI e specialmente tramite le azioni intraprese dagli Stati membri stessi, in particolare quelli più vulnerabili."
italian,"Al momento, nell'ordine del giorno della discussione sullo strumento per il finanziamento della cooperazione allo sviluppo occorre includere un'altra sfida : la crisi dei prezzi dei generi alimentari, provocata dalla siccità e dalle speculazioni sul mercato agro-alimentare mondiale. L'Unione europea deve reagire in modo flessibile e rapido non soltanto nell'affrontare gli improvvisi cambiamenti in termini di requisiti e priorità, ma anche per garantire coerenza con i nuovi obiettivi internazionali ancora da definire."
italian,"Al momento, questo meccanismo effettivamente non rientra nel discarico, né nella dichiarazione sull'affidabilità e la regolarità della Corte dei conti."
italian,"Al momento, stiamo lavorando all'ordine europeo di indagine, uno strumento complementare al mandato d'arresto europeo. È importante, in questo esercizio, non ripetere gli errori commessi in passato."
italian,"Al pari degli altri membri della commissione, siamo rimasti basiti dall'improbabile comportamento del Consiglio nei confronti del Parlamento e dal fatto che, inizialmente, ci fosse persino negato l'accesso ai documenti."
italian,"Al pari di molte altre città, Marsiglia è confrontata con molte sfide, quali i trasporti pubblici, l'occupazione, gli alloggi e la lotta contro l'esclusione sociale. L'Unione europea può aiutare ad affrontare questi problemi, segnatamente nell'ambito della sua politica di coesione."
italian,Al processo stanno partecipando anche Stati membri che non aderiscono alla zona euro.
italian,"Al riguardo la Presidenza ungherese renderà noti i punti più importanti delle proposte del Parlamento in occasione dell'incontro dei ministri delle finanze previsto per la prossima settimana e, nel corso di questa discussione, chiederemo un mandato da parte del Consiglio per raggiungere quanto prima, già in giugno, un buon esito per la stipula dell'accordo circa le sei proposte legislative."
italian,"Al riguardo penso che un governo societario effettivo debba tener conto parimenti degli interessi di tutti gli interessati e, nel contempo, della stabilità del sistema finanziario."
italian,"Al riguardo, possiamo anche fare a meno della partecipazione volontaria del settore privato, così ci viene detto."
italian,"Al riguardo, vorrei sottolineare, come si è già detto un paio di volte oggi, che su alcuni punti ci si è discostati dalla mia relazione originale."
italian,Al tempo stesso è entusiasmante e meraviglioso.
italian,"Al tempo stesso, gli Stati membri dell'Unione europea non devono trascurare che l'adesione della Romania e della Bulgaria a Schengen rientra nei loro stessi interessi; i due paesi potranno così contribuire alla sicurezza di tutti i membri e ampliare l'area Schengen, rafforzando il processo di integrazione dell'UE e lo spazio comune di libertà, sicurezza e giustizia."
italian,"Al tempo stesso, siamo aperti a un dibattito con gli Stati membri - e con il Parlamento, naturalmente - sulle diverse opzioni circa l'eventualità di emettere degli eurobond, sempreché gli Stati membri vogliano discuterne, aspetto estremamente importante e decisivo."
italian,"Al tempo stesso, è imperativo chiedere alle società fraudolente di compilazione degli annuari di cessare le loro attività deliberatamente ingannevoli in quanto contrarie allo spirito della politica di concorrenza dell'Unione europea."
italian,"Al termine dei suddetti negoziati, il 3 giugno 2010, è stato siglato un nuovo protocollo, modificato a seguito di scambio di lettere avvenuto il 29 ottobre 2010, che copre un periodo di 3 anni a decorrere dall'adozione della decisione del Consiglio relativa alla firma e all'applicazione provvisoria del suddetto protocollo e successivo allo scadere del protocollo in vigore, il 17 gennaio 2011."
italian,"Al voto sul discarico all'Agenzia di approvvigionamento dell'Euratom, che ha il compito di garantire l'approvvigionamento di materiali fissili (scorte comprese) all'Unione europea, mi sono astenuta."
italian,"Al voto sul documento mi sono astenuto, sebbene la commissione competente abbia deciso di approvare la chiusura dei conti dell'Agenzia ferroviaria europea per l'esercizio 2009."
italian,"Al voto sul documento mi sono astenuto, sebbene la verifica della Corte dei conti affermi che, per quanto concerne la spesa amministrativa del 2009, tutte le istituzioni hanno utilizzato in maniera soddisfacente i sistemi di controllo e vigilanza richiesti dal regolamento finanziario e le operazioni testate sono risultate prive di errori materiali."
italian,"Al-Nashiri è stato imprigionato in Polonia in una prigione segreta gestita dalla CIA in cui è stato sottoposto a torture terribili Noi europei dobbiamo scendere seriamente a patti con le nostra parte di responsabilità per queste gravi violazioni dei diritti umani. L'abitudine di far passare la questione sotto silenzio, nascondendola sotto il tappeto e consentendo che i responsabili non vengano processati deve giungere al termine."
italian,"Alcune delle nostre macroregioni urbane possono poi offrire i fattori di cui le industrie creative hanno bisogno per diventare autonomamente sostenibili: intensità di capitale, concentrazione di talenti e conoscenze e un folto numero di imprese già avviate. È il caso, per esempio, della regione compresa tra Londra, Parigi e Anversa."
italian,"Alcune delle regioni meno avanzate non possono che trarre vantaggio dalla messa in rete e dal know-how favoriti dai programmi di ricerca e innovazione impiegando, come è ovvio, i fondi strutturali per costruire le infrastrutture per la ricerca di cui necessitano."
italian,"Alcune di queste azioni possono richiedere dei cambiamenti legislativi, mentre altri no. Tutto sta nel selezionare gli strumenti adeguati per il problema in questione."
italian,"Alcune disposizioni, quali l'introduzione di un sistema europeo di prestiti agli studenti in particolare attraverso la BEI, sono molto preoccupanti alla luce dell'obiettivo prefissato di ottenere il maggiore accesso possibile all'università."
italian,"Alcune imprese europee hanno migliorato l'accesso ai settori delle telecomunicazioni, dell'industria automobilistica, della vendita al dettaglio e delle assicurazioni giapponesi senza per questo danneggiare l'economia del paese ma, al contrario, incoraggiandone l'innovazione e lo sviluppo."
italian,Alcune ipotesi sono già all'esame e potranno essere trasformate in norme dopo una più matura riflessione e perciò in particolare il numero 9 dell'atto che approva l'accordo indica la possibilità che i rapporti rechino l'indicazione dei portatori di interessi incontrati dai parlamentari nel corso dei lavori preparatori della relazione stessa.
italian,"Alcune parti sono valide. L'idea di subordinare i pagamenti diretti alla condizionalità incrociata con la salvaguardia ambientale e la gestione dell'ambiente è potenzialmente positiva, ma soltanto se questi aspetti non vengono legati ai precetti quasi religiosi del cambiamento climatico e della diversità sociale, un nonsense."
italian,Alcune responsabilità del secondo pilastro della politica agricola comune andrebbero trasferite alla politica di coesione; le aree rurali hanno il diritto di perseguire il proprio sviluppo utilizzando i fondi messi a disposizione nel quadro della politica regionale.
italian,"Alcune società cambiano continuamente ragione sociale e recapito postale, per cui è difficile arrestare chi muove realmente i fili. È dunque importante colmare le lacune esistenti in tale ambito in maniera da poter agire più efficacemente contro le frodi."
italian,Alcuni Stati membri stanno definendo nuovi criteri politici che allungheranno l'iter di adesione a Schengen. L'ingresso di Bulgaria e Romania è stato persino definito un pericoloso gioco con la sicurezza dei cittadini europei a causa della criminalità e della corruzione.
italian,"Alcuni Stati membri, inclusa l'Ungheria, hanno anticipato la loro disponibilità ad accogliere i rifugiati presenti a Malta al fine di alleviare la pressione sulle autorità maltesi."
